Rank,Year,Movie,Distributor,Domestic Box Office,International Box Office,Worldwide Box Office
"2,475",1975,The Other Side of the Mountain,Universal,"$34,673,100",,"$34,673,100"
"2,476",1997,Addicted To Love,Warner Bros.,"$34,673,095",,"$34,673,095"
"2,477",1989,Licence to Kill,MGM,"$34,667,015","$121,500,000","$156,167,015"
"2,478",2003,Cradle 2 the Grave,Warner Bros.,"$34,657,731","$21,777,211","$56,434,942"
"2,479",1998,Jack Frost,Warner Bros.,"$34,645,374",,"$34,645,374"
"2,480",2005,Hostage,Miramax,"$34,636,443","$43,000,000","$77,636,443"
"2,481",1984,The Killing Fields,Warner Bros.,"$34,609,720",,"$34,609,720"
"2,482",1988,Mississippi Burning,Orion Pic…,"$34,603,000",,"$34,603,000"
"2,483",1999,Man on the Moon,Universal,"$34,580,635","$12,827,000","$47,407,635"
"2,484",2015,Hot Pursuit,Warner Bros.,"$34,580,201","$11,091,311","$45,671,512"
"2,485",2000,Thirteen Days,New Line,"$34,566,746","$31,987,801","$66,554,547"
"2,486",1966,Hawaii,MGM,"$34,562,222",,"$34,562,222"
"2,487",2000,The 6th Day,Sony Pict…,"$34,543,701","$61,481,197","$96,024,898"
"2,488",2015,Concussion,Sony Pict…,"$34,531,832","$15,831,958","$50,363,790"
"2,489",2011,Courageous,Sony Pict…,"$34,522,221","$663,663","$35,185,884"
"2,490",1970,Woodstock,,"$34,505,110","$193,165","$34,698,275"
"2,491",2003,Monster,Newmarket…,"$34,469,210","$29,771,603","$64,240,813"
"2,492",1991,The Doors,Sony Pict…,"$34,416,893","$3,702","$34,420,595"
"2,493",2017,The Foreigner,STX Enter…,"$34,393,507","$106,389,853","$140,783,360"
"2,494",1987,Like Father Like Son,Sony Pict…,"$34,377,585",,"$34,377,585"
"2,495",2018,The Favourite,Fox Searc…,"$34,366,783","$59,702,241","$94,069,024"
"2,496",2004,Eternal Sunshine of the Spotless Mind,Focus Fea…,"$34,366,518","$38,204,244","$72,570,762"
"2,497",2012,The Watch,20th Cent…,"$34,353,000","$32,777,045","$67,130,045"
"2,498",2016,Inferno,Sony Pict…,"$34,343,574","$185,175,793","$219,519,367"
"2,499",2013,Texas Chainsaw 3D,Lionsgate,"$34,341,945","$13,324,068","$47,666,013"
"2,500",1967,Thoroughly Modern Millie,Universal,"$34,335,025",,"$34,335,025"
"2,501",1996,Muppet Treasure Island,Walt Disney,"$34,327,391",,"$34,327,391"
"2,502",1980,Little Darlings,Paramount…,"$34,326,249",,"$34,326,249"
"2,503",2003,Malibu's Most Wanted,Warner Bros.,"$34,308,901","$190,303","$34,499,204"
"2,504",2006,Babel,Paramount…,"$34,302,837","$97,818,375","$132,121,212"
"2,505",2004,Alexander,Warner Bros.,"$34,297,191","$133,000,000","$167,297,191"
"2,506",2014,This is Where I Leave You,Warner Bros.,"$34,296,320","$7,000,000","$41,296,320"
"2,507",1975,Tommy,,"$34,251,525","$22,357","$34,273,882"
"2,508",2003,The Hunted,Paramount…,"$34,234,008","$12,979,087","$47,213,095"
"2,509",1981,Excalibur,Warner Bros.,"$34,200,000",,"$34,200,000"
"2,510",2008,The Reader,Weinstein…,"$34,194,407","$78,770,468","$112,964,875"
"2,511",1979,1941,Universal,"$34,175,000","$60,700,000","$94,875,000"
"2,512",2005,Magnificent Desolation,IMAX Films,"$34,126,126","$5,720,770","$39,846,896"
"2,513",2017,"Everything, Everything",Warner Bros.,"$34,121,140","$27,481,996","$61,603,136"
"2,514",1999,Instinct,Walt Disney,"$34,105,207",,"$34,105,207"
"2,515",1999,The Best Man,Universal,"$34,102,780","$470,000","$34,572,780"
"2,516",2000,My Dog Skip,Warner Bros.,"$34,099,640","$1,695,679","$35,795,319"
"2,517",1996,The Truth About Cats & Dogs,20th Cent…,"$34,084,531",,"$34,084,531"
"2,518",2015,The DUFF,CBS Films,"$34,030,343","$9,498,291","$43,528,634"
"2,519",2006,Snakes on a Plane,New Line,"$34,020,814","$28,000,000","$62,020,814"
"2,520",2018,Death Wish,MGM,"$34,017,028","$14,558,937","$48,575,965"
"2,521",2004,Closer,Sony Pict…,"$33,987,757","$82,189,938","$116,177,695"
"2,522",1997,The Relic,Paramount…,"$33,956,608",,"$33,956,608"
"2,523",2006,She's the Man,Paramount…,"$33,889,159","$21,390,449","$55,279,608"
"2,524",1999,Mickey Blue Eyes,Warner Bros.,"$33,864,342","$20,000,000","$53,864,342"
"2,525",2009,All About Steve,20th Cent…,"$33,862,903","$6,264,356","$40,127,259"
"2,526",1976,The Pink Panther Strikes Again,United Ar…,"$33,833,201",,"$33,833,201"
"2,527",2003,Stuck On You,20th Cent…,"$33,832,741","$29,704,423","$63,537,164"
"2,528",2017,Wind River,Weinstein…,"$33,800,859","$11,197,393","$44,998,252"
"2,529",1987,Adventures in Babysitting,Walt Disney,"$33,790,923",,"$33,790,923"
"2,530",2000,Where the Heart Is,20th Cent…,"$33,771,174","$7,090,880","$40,862,054"
"2,531",1983,Porky's II: The Next Day,20th Cent…,"$33,759,266",,"$33,759,266"
"2,532",1966,Who's Afraid of Virginia Wolf?,,"$33,736,689",,"$33,736,689"
"2,533",2017,Geostorm,Warner Bros.,"$33,700,160","$187,095,849","$220,796,009"
"2,534",2003,Dreamcatcher,Warner Bros.,"$33,685,268","$42,000,000","$75,685,268"
"2,535",2014,The Gambler,Paramount…,"$33,680,992","$5,037,039","$38,718,031"
"2,536",2010,Devil,Universal,"$33,679,655","$29,674,459","$63,354,114"
"2,537",2004,The Punisher,Lionsgate,"$33,664,370","$20,869,404","$54,533,774"
"2,538",2010,Marmaduke,20th Cent…,"$33,644,788","$56,251,142","$89,895,930"
"2,539",1991,Curly Sue,Warner Bros.,"$33,644,430",,"$33,644,430"
"2,540",2013,R.I.P.D.,Universal,"$33,618,855","$45,457,823","$79,076,678"
"2,541",2006,Flags of Our Fathers,Paramount…,"$33,602,376","$30,055,565","$63,657,941"
"2,542",1977,The Turning Point,20th Cent…,"$33,600,000",,"$33,600,000"
"2,543",1994,Nell,20th Cent…,"$33,592,700",,"$33,592,700"
"2,544",2005,The Constant Gardener,Focus Fea…,"$33,579,798","$52,721,801","$86,301,599"
"2,545",2018,The Spy Who Dumped Me,Lionsgate,"$33,562,069","$43,547,888","$77,109,957"
"2,546",2002,I Spy,Sony Pict…,"$33,561,137","$26,718,685","$60,279,822"
"2,547",1991,King Ralph,Universal,"$33,512,735",,"$33,512,735"
"2,548",2000,Pay it Forward,Warner Bros.,"$33,508,922","$22,187,783","$55,696,705"
"2,549",2008,Semi-Pro,New Line,"$33,479,698","$10,500,665","$43,980,363"
"2,550",2008,Fireproof,Samuel Go…,"$33,456,317","$16,980","$33,473,297"
"2,551",1996,The Long Kiss Goodnight,New Line,"$33,447,612",,"$33,447,612"
"2,552",2008,Doubt,Miramax,"$33,446,470","$19,744,631","$53,191,101"
"2,553",1994,Street Fighter,Universal,"$33,423,000","$66,000,000","$99,423,000"
"2,554",2001,Black Knight,20th Cent…,"$33,422,806",,"$33,422,806"
"2,555",2013,Blue Jasmine,Sony Pict…,"$33,404,871","$69,508,090","$102,912,961"
"2,556",1968,Rosemary's Baby,,"$33,395,426",,"$33,395,426"
"2,557",1968,Planet of the Apes,,"$33,395,426",,"$33,395,426"
"2,558",2009,Halloween 2,Weinstein…,"$33,392,973","$5,119,877","$38,512,850"
"2,559",2017,Monster Trucks,Paramount…,"$33,370,166","$28,272,632","$61,642,798"
"2,560",2001,See Spot Run,Warner Bros.,"$33,357,476","$9,700,076","$43,057,552"
"2,561",2012,2016: Obama’s America,Rocky Mou…,"$33,349,941",,"$33,349,941"
"2,562",2009,The Informant!,Warner Bros.,"$33,316,821","$8,454,347","$41,771,168"
"2,563",1981,Absence of Malice,Columbia,"$33,312,129",,"$33,312,129"
"2,564",2015,Woman in Gold,Weinstein…,"$33,307,793","$25,278,614","$58,586,407"
"2,565",2007,Mr. Bean’s Holiday,Universal,"$33,302,167","$201,679,175","$234,981,342"
"2,566",1957,The Bridge on the River Kwai,Sony Pict…,"$33,300,000",,"$33,300,000"
"2,567",1979,...And Justice For All,Columbia,"$33,300,000",,"$33,300,000"
"2,568",1989,Fletch Lives,Universal,"$33,266,859",,"$33,266,859"
"2,569",2002,Friday After Next,New Line,"$33,253,609","$273,226","$33,526,835"
"2,570",1988,Child's Play,United Ar…,"$33,244,684","$10,952,000","$44,196,684"
"2,571",2019,Gisaengchung,Neon,"$33,229,320","$132,167,680","$165,397,000"
"2,572",1969,"Hello, Dolly",,"$33,208,099",,"$33,208,099"
"2,573",2001,Le Fabuleux destin d'Amélie Poulain,Miramax,"$33,201,661","$141,000,000","$174,201,661"
"2,574",1985,Silverado,Sony Pict…,"$33,200,000",,"$33,200,000"
"2,575",1995,Forget Paris,Sony Pict…,"$33,194,512",,"$33,194,512"
"2,576",1996,Striptease,Sony Pict…,"$33,109,743","$80,200,000","$113,309,743"
"2,577",1996,Matilda,Sony Pict…,"$33,098,222",,"$33,098,222"
"2,578",1985,Teen Wolf,Atlantic,"$33,086,611",,"$33,086,611"
"2,579",2007,Zodiac,Paramount…,"$33,080,084","$50,000,000","$83,080,084"
"2,580",2015,The Second Best Exotic Marigold Hotel,Fox Searc…,"$33,078,266","$57,306,040","$90,384,306"
"2,581",2011,The Rite,Warner Bros.,"$33,047,633","$64,096,354","$97,143,987"
"2,582",2011,Arthur,Warner Bros.,"$33,035,397","$14,752,546","$47,787,943"
"2,583",2005,Dreamer: Inspired by a True Story,Dreamwork…,"$33,022,286","$6,476,074","$39,498,360"
"2,584",2007,Breach,Universal,"$33,000,880","$1,457,899","$34,458,779"
"2,585",2000,Dracula 2000,Miramax,"$33,000,377",,"$33,000,377"
"2,586",1985,The Last Dragon,Sony Pict…,"$33,000,000",,"$33,000,000"
"2,587",1977,Heroes,Universal,"$33,000,000",,"$33,000,000"
"2,588",1981,Endless Love,Universal,"$33,000,000",,"$33,000,000"
"2,589",1981,Sharky's Machine,Warner Bros.,"$32,984,898",,"$32,984,898"
"2,590",1998,Mercury Rising,Universal,"$32,983,332",,"$32,983,332"
"2,591",1984,Friday the 13th Part IV: The Final Chapter,Paramount…,"$32,980,880",,"$32,980,880"
"2,592",1987,*batteries not included,Universal,"$32,945,797",,"$32,945,797"
"2,593",1990,Darkman,Universal,"$32,942,739",,"$32,942,739"
"2,594",1996,Daylight,Universal,"$32,908,290","$126,000,000","$158,908,290"
"2,595",2007,Balls of Fury,Focus Fea…,"$32,886,940","$8,893,086","$41,780,026"
"2,596",2005,In Her Shoes,20th Cent…,"$32,880,591","$49,322,439","$82,203,030"
"2,597",2005,The Bad News Bears,Paramount…,"$32,868,349","$632,271","$33,500,620"
"2,598",2008,Drillbit Taylor,Paramount…,"$32,862,104","$16,824,159","$49,686,263"
"2,599",1993,The Joy Luck Club,Walt Disney,"$32,790,064",,"$32,790,064"
"2,600",2015,Unfriended,Universal,"$32,789,645","$31,574,553","$64,364,198"
"2,601",2004,Team America: World Police,Paramount…,"$32,774,834","$18,173,977","$50,948,811"
"2,602",2009,The Last House on the Left,Universal,"$32,752,215","$13,774,028","$46,526,243"
"2,603",2010,Hereafter,Warner Bros.,"$32,746,941","$75,913,329","$108,660,270"
"2,604",2018,Annihilation,Paramount…,"$32,732,301","$10,338,614","$43,070,915"
"2,605",1996,Homeward Bound II: Lost in San Francisco,Walt Disney,"$32,709,423",,"$32,709,423"
"2,606",1999,The 13th Warrior,Walt Disney,"$32,698,899","$29,000,000","$61,698,899"
"2,607",1999,October Sky,Universal,"$32,683,932","$425,933","$33,109,865"
"2,608",2004,Taking Lives,Warner Bros.,"$32,682,342","$31,550,021","$64,232,363"
"2,609",2010,When in Rome,Walt Disney,"$32,680,633","$11,116,304","$43,796,937"
"2,610",1991,Dying Young,20th Cent…,"$32,669,178","$48,595,295","$81,264,473"
"2,611",2000,Return to Me,MGM,"$32,662,299",,"$32,662,299"
"2,612",1982,Blade Runner,Warner Bros.,"$32,656,328","$6,686,584","$39,342,912"
"2,613",1978,Coming Home,United Ar…,"$32,653,000",,"$32,653,000"
"2,614",1995,Tommy Boy,Paramount…,"$32,648,673",,"$32,648,673"
"2,615",2005,Because of Winn-Dixie,20th Cent…,"$32,647,042","$861,443","$33,508,485"
"2,616",1988,The Accidental Tourist,Warner Bros.,"$32,632,000",,"$32,632,000"
"2,617",2001,Driven,Warner Bros.,"$32,616,869","$22,000,000","$54,616,869"
"2,618",2000,Proof of Life,Warner Bros.,"$32,598,931","$30,162,074","$62,761,005"
"2,619",2005,Just Friends,New Line,"$32,596,916","$10,200,763","$42,797,679"
"2,620",2003,Bend it Like Beckham,Fox Searc…,"$32,543,449","$42,022,593","$74,566,042"
"2,621",2003,Darkness Falls,Sony Pict…,"$32,539,681","$14,750,077","$47,289,758"
"2,622",2000,Almost Famous,Dreamwork…,"$32,522,352","$14,848,839","$47,371,191"
"2,623",2002,The Pianist,Focus Fea…,"$32,519,322","$79,334,860","$111,854,182"
"2,624",1976,Murder by Death,Columbia,"$32,511,047",,"$32,511,047"
"2,625",2016,Mother’s Day,Open Road,"$32,492,859","$19,874,163","$52,367,022"
"2,626",2014,Paranormal Activity: The Marked Ones,Paramount…,"$32,462,372","$58,442,482","$90,904,854"
"2,627",2009,The Men Who Stare at Goats,Overture …,"$32,428,195","$34,920,023","$67,348,218"
"2,628",2009,(500) Days of Summer,Fox Searc…,"$32,425,665","$2,013,395","$34,439,060"
"2,629",1993,The Sandlot,20th Cent…,"$32,416,586",,"$32,416,586"
"2,630",1998,Bride of Chucky,Universal,"$32,404,188","$18,288,000","$50,692,188"
"2,631",2014,Nightcrawler,Open Road,"$32,381,218","$17,953,200","$50,334,418"
"2,632",2010,Love and Other Drugs,20th Cent…,"$32,367,005","$70,349,316","$102,716,321"
"2,633",2015,Entourage,Warner Bros.,"$32,363,404","$14,075,134","$46,438,538"
"2,634",1991,Grand Canyon,20th Cent…,"$32,350,000","$7,748,309","$40,098,309"
"2,635",1996,Black Sheep,Paramount…,"$32,330,354",,"$32,330,354"
"2,636",1986,Nothing in Common,Sony/TriStar,"$32,324,000",,"$32,324,000"
"2,637",1996,Rumble in the Bronx,New Line,"$32,281,907","$3,956,845","$36,238,752"
"2,638",2001,What's the Worst That Could Happen?,MGM,"$32,267,774","$6,194,297","$38,462,071"
"2,639",2013,Kevin Hart: Let Me Explain,Lionsgate,"$32,244,051","$83,204","$32,327,255"
"2,640",2008,"Definitely, Maybe",Universal,"$32,241,649","$23,376,217","$55,617,866"
"2,641",2008,The Love Guru,Paramount…,"$32,235,793","$7,923,224","$40,159,017"
"2,642",1987,The Lost Boys,Warner Bros.,"$32,222,567",,"$32,222,567"
"2,643",2017,Fist Fight,Warner Bros.,"$32,187,017","$8,099,399","$40,286,416"
"2,644",2013,Side Effects,Open Road,"$32,172,757","$34,569,381","$66,742,138"
"2,645",2017,How to Be a Latin Lover,Lionsgate,"$32,149,404","$30,406,824","$62,556,228"
"2,646",2019,Cold Pursuit,Lionsgate,"$32,138,862","$30,460,297","$62,599,159"
"2,647",2001,Final Fantasy: The Spirits Within,Sony Pict…,"$32,131,830","$53,000,000","$85,131,830"
"2,648",2002,Analyze That,Warner Bros.,"$32,122,249","$22,872,508","$54,994,757"
"2,649",2005,Stealth,Sony Pict…,"$32,116,746","$44,300,000","$76,416,746"
"2,650",1992,The Lawnmower Man,New Line,"$32,100,816",,"$32,100,816"
"2,651",1988,The Accused,Paramount…,"$32,078,318",,"$32,078,318"
"2,652",2005,House of Wax,Warner Bros.,"$32,064,800","$38,000,000","$70,064,800"
"2,653",1971,Summer of '42,,"$32,063,634",,"$32,063,634"
"2,654",2007,Mr. Magorium's Wonder Emporium,20th Cent…,"$32,061,555","$36,130,088","$68,191,643"
"2,655",1973,Robin Hood,Walt Disney,"$32,056,467",,"$32,056,467"
"2,656",1995,Copycat,Warner Bros.,"$32,051,917",,"$32,051,917"
"2,657",1997,Metro,Walt Disney,"$32,017,895",,"$32,017,895"
"2,658",2013,Scary Movie V,Weinstein…,"$32,015,787","$46,598,194","$78,613,981"
"2,659",2018,Isle of Dogs,Fox Searc…,"$32,015,231","$26,450,570","$58,465,801"
"2,660",1993,The Age of Innocence,Sony Pict…,"$32,014,993",,"$32,014,993"
"2,661",2009,Earth,Walt Disney,"$32,011,576","$84,761,741","$116,773,317"
"2,662",2010,She's Out of My League,Paramount…,"$32,010,860","$16,670,117","$48,680,977"
"2,663",2004,Cellular,New Line,"$32,003,620","$29,472,364","$61,475,984"
"2,664",2015,Paper Towns,20th Cent…,"$32,000,304","$53,450,180","$85,450,484"
"2,665",1983,Psycho II,Universal,"$32,000,000",,"$32,000,000"
"2,666",1960,Psycho,,"$32,000,000",,"$32,000,000"
"2,667",1995,Leaving Las Vegas,MGM,"$31,983,777","$17,816,223","$49,800,000"
"2,668",1981,An American Werewolf in London,Universal,"$31,973,249","$30,000,000","$61,973,249"
"2,669",1975,The Apple Dumpling Gang,Walt Disney,"$31,916,500",,"$31,916,500"
"2,670",1980,Dressed to Kill,Filmways …,"$31,899,000",,"$31,899,000"
"2,671",1969,Bob & Carol & Ted & Alice,Sony Pict…,"$31,897,253",,"$31,897,253"
"2,672",2016,Patriots Day,Lionsgate,"$31,886,361","$20,951,628","$52,837,989"
"2,673",2002,Murder by Numbers,Warner Bros.,"$31,874,869","$24,768,398","$56,643,267"
"2,674",2009,The Soloist,Paramount…,"$31,853,584","$6,668,866","$38,522,450"
"2,675",1986,Children of a Lesser God,Paramount…,"$31,853,080",,"$31,853,080"
"2,676",2011,Extremely Loud and Incredibly Close,Warner Bros.,"$31,847,881","$23,400,000","$55,247,881"
"2,677",2008,Milk,Focus Fea…,"$31,841,299","$25,452,072","$57,293,371"
"2,678",1994,The Shadow,Universal,"$31,835,600",,"$31,835,600"
"2,679",2009,Push,Summit En…,"$31,811,527","$17,866,874","$49,678,401"
"2,680",1999,Lake Placid,20th Cent…,"$31,770,413",,"$31,770,413"
"2,681",1974,Herbie Rides Again,,"$31,765,098",,"$31,765,098"
"2,682",2009,9,Focus Fea…,"$31,749,894","$16,810,105","$48,559,999"
"2,683",1991,Jungle Fever,Universal,"$31,739,045",,"$31,739,045"
"2,684",2005,The Wedding Date,Universal,"$31,726,995","$15,448,043","$47,175,038"
"2,685",2008,Transporter 3,Lionsgate,"$31,715,062","$81,215,895","$112,930,957"
"2,686",2018,Nobody’s Fool,Paramount…,"$31,713,110","$876,383","$32,589,493"
"2,687",2008,Quarantine,Sony Pict…,"$31,691,811","$10,232,963","$41,924,774"
"2,688",1997,For Richer or Poorer,Universal,"$31,680,796",,"$31,680,796"
"2,689",1969,Paint Your Wagon,Paramount…,"$31,678,778",,"$31,678,778"
"2,690",1981,History of the World: Part I,20th Cent…,"$31,672,000",,"$31,672,000"
"2,691",2007,August Rush,Warner Bros.,"$31,664,162","$34,217,941","$65,882,103"
"2,692",1993,Hard Target,Warner Bros.,"$31,636,358",,"$31,636,358"
"2,693",2019,Just Mercy,Warner Bros.,"$31,636,113","$6,478,965","$38,115,078"
"2,694",1987,Can’t Buy Me Love,Walt Disney,"$31,623,833",,"$31,623,833"
"2,695",2012,House at the End of the Street,Relativity,"$31,611,916","$12,492,066","$44,103,982"
"2,696",2010,Scott Pilgrim vs. The World,Universal,"$31,611,316","$16,445,448","$48,056,764"
"2,697",2001,From Hell,20th Cent…,"$31,598,308","$37,114,057","$68,712,365"
"2,698",2002,One Hour Photo,Fox Searc…,"$31,597,131","$20,626,175","$52,223,306"
"2,699",2019,Doctor Sleep,Warner Bros.,"$31,581,712","$40,275,053","$71,856,765"
"2,700",2015,Chappie,Sony Pict…,"$31,569,268","$73,432,788","$105,002,056"
"2,701",2006,United 93,Universal,"$31,567,134","$46,067,901","$77,635,035"
"2,702",1974,Benji,,"$31,559,560",,"$31,559,560"
"2,703",1970,Little Big Man,,"$31,559,552",,"$31,559,552"
"2,704",2004,Anacondas: The Hunt for the Blood Orchid,Sony Pict…,"$31,526,393","$38,800,000","$70,326,393"
"2,705",2005,"Good Night, and Good Luck",Warner In…,"$31,501,218","$25,085,683","$56,586,901"
"2,706",2005,A History of Violence,New Line,"$31,493,782","$29,984,015","$61,477,797"
"2,707",2008,Nick and Norah's Infinite Playlist,Sony Pict…,"$31,487,293","$2,398,724","$33,886,017"
"2,708",2008,Zack and Miri Make a Porno,Weinstein…,"$31,457,946","$5,398,360","$36,856,306"
"2,709",2018,Adrift,STX Enter…,"$31,445,011","$26,452,180","$57,897,191"
"2,710",2014,Chef,Open Road,"$31,424,004","$15,405,305","$46,829,309"
"2,711",2008,The Eye,Lionsgate,"$31,418,697","$26,159,068","$57,577,765"
"2,712",1995,Rob Roy,MGM,"$31,390,587",,"$31,390,587"
"2,713",2008,Leatherheads,Universal,"$31,373,938","$9,974,690","$41,348,628"
"2,714",1996,Eddie,Walt Disney,"$31,369,401",,"$31,369,401"
"2,715",2007,Daddy's Little Girls,Lionsgate,"$31,366,978","$242,265","$31,609,243"
"2,716",1997,Picture Perfect,20th Cent…,"$31,301,775",,"$31,301,775"
"2,717",2001,Monster's Ball,Lionsgate,"$31,273,922","$12,492,541","$43,766,463"
"2,718",1981,Bustin' Loose,Universal,"$31,261,000",,"$31,261,000"
"2,719",1997,Beverly Hills Ninja,Sony Pict…,"$31,245,344","$6,393,685","$37,639,029"
"2,720",1993,Cop and ½,Universal,"$31,226,971",,"$31,226,971"
"2,721",2010,Charlie St. Cloud,Universal,"$31,206,263","$17,271,821","$48,478,084"
"2,722",1981,The Great Muppet Caper,Universal,"$31,206,251",,"$31,206,251"
"2,723",2004,Johnson Family Vacation,Fox Searc…,"$31,203,964","$82,795","$31,286,759"
"2,724",1993,The Secret Garden,Warner Bros.,"$31,181,000",,"$31,181,000"
"2,725",2011,The Debt,Focus Fea…,"$31,177,548","$15,426,506","$46,604,054"
"2,726",2013,The Mortal Instruments: City of Bones,Sony Pict…,"$31,165,421","$44,800,146","$75,965,567"
"2,727",1993,A Perfect World,Warner Bros.,"$31,160,784",,"$31,160,784"
"2,728",2001,How High,Universal,"$31,155,435","$66,960","$31,222,395"
"2,729",2016,Gods of Egypt,Lionsgate,"$31,153,464","$107,683,292","$138,836,756"
"2,730",1969,True Grit,,"$31,132,592",,"$31,132,592"
"2,731",2003,The Core,Paramount…,"$31,111,260","$43,009,532","$74,120,792"
"2,732",1965,Those Magnificent Men In Their Flying...,,"$31,111,111",,"$31,111,111"
"2,733",1967,Camelot,Warner Bros.,"$31,102,578",,"$31,102,578"
"2,734",2015,Crimson Peak,Universal,"$31,090,320","$43,876,534","$74,966,854"
"2,735",1977,High Anxiety,20th Cent…,"$31,063,038",,"$31,063,038"
"2,736",1999,Random Hearts,Sony Pict…,"$31,054,924","$32,145,076","$63,200,000"
"2,737",2012,The Pirates! Band of Misfits,Sony Pict…,"$31,051,126","$105,092,479","$136,143,605"
"2,738",2016,Collateral Beauty,Warner Bros.,"$31,016,021","$54,293,072","$85,309,093"
"2,739",2010,Morning Glory,Paramount…,"$31,011,732","$28,783,338","$59,795,070"
"2,740",2003,Calendar Girls,Walt Disney,"$31,011,616","$62,063,000","$93,074,616"
"2,741",2005,Get Rich or Die Tryin',Paramount…,"$30,981,850","$15,685,105","$46,666,955"
"2,742",2019,Bombshell,Lionsgate,"$30,943,148","$15,552,756","$46,495,904"
"2,743",1973,Paper Moon,,"$30,933,743",,"$30,933,743"
"2,744",2012,Joyful Noise,Warner Bros.,"$30,932,113","$225,801","$31,157,914"
"2,745",1987,The Princess Bride,20th Cent…,"$30,857,000","$16,940","$30,873,940"
"2,746",1970,Ryan's Daughter,MGM,"$30,846,306",,"$30,846,306"
"2,747",1995,Powder,Walt Disney,"$30,833,914",,"$30,833,914"
"2,748",2018,Robin Hood,Lionsgate,"$30,824,628","$54,385,384","$85,210,012"
"2,749",1994,I Love Trouble,Walt Disney,"$30,806,194","$31,141,073","$61,947,267"
"2,750",1985,Murphy's Romance,Sony Pict…,"$30,762,621",,"$30,762,621"
"2,751",2017,Kidnap,Aviron Pi…,"$30,718,107","$4,117,973","$34,836,080"
"2,752",2009,Toy Story 3D Double Feature,Walt Disney,"$30,702,446","$5,165,623","$35,868,069"
"2,753",2014,3 Days to Kill,Relativity,"$30,697,999","$8,261,901","$38,959,900"
"2,754",2000,The Legend of Bagger Vance,Dreamwork…,"$30,695,227","$8,540,259","$39,235,486"
"2,755",1997,Home Alone III,20th Cent…,"$30,692,437",,"$30,692,437"
"2,756",2008,Mirrors,20th Cent…,"$30,691,439","$46,529,157","$77,220,596"
"2,757",1982,Young Doctors in Love,20th Cent…,"$30,688,860",,"$30,688,860"
"2,758",2013,Delivery Man,Walt Disney,"$30,659,817","$39,877,053","$70,536,870"
"2,759",1999,Dogma,Lionsgate,"$30,651,422","$13,297,443","$43,948,865"
"2,760",1999,Superstar,Paramount…,"$30,628,981",,"$30,628,981"
"2,761",1994,Major League II,Warner Bros.,"$30,626,182",,"$30,626,182"
"2,762",2018,Super Troopers 2,20th Cent…,"$30,617,396","$958,239","$31,575,635"
"2,763",2014,Deliver Us from Evil,Sony Pict…,"$30,577,122","$57,379,496","$87,956,618"
"2,764",1994,Blank Check,Walt Disney,"$30,573,770",,"$30,573,770"
"2,765",2014,Get on Up,Universal,"$30,569,935","$2,769,933","$33,339,868"
"2,766",2018,Holmes & Watson,Sony Pict…,"$30,568,743","$11,357,862","$41,926,605"
"2,767",2018,Slender Man,Sony Pict…,"$30,564,825","$21,381,124","$51,945,949"
"2,768",2011,The Sitter,20th Cent…,"$30,542,576","$8,206,828","$38,749,404"
"2,769",1992,Sleepwalkers,Sony Pict…,"$30,524,763",,"$30,524,763"
"2,770",1990,Air America,Sony Pict…,"$30,506,847","$2,407,668","$32,914,515"
"2,771",2004,Open Water,Lionsgate,"$30,500,882","$25,017,759","$55,518,641"
"2,772",1953,From Here to Eternity,,"$30,500,000",,"$30,500,000"
"2,773",1979,The Champ,MGM,"$30,441,738",,"$30,441,738"
"2,774",2019,Dragon Ball Super: Broly,FUNimation,"$30,376,755","$92,371,000","$122,747,755"
"2,775",1996,Sgt. Bilko,Universal,"$30,356,589","$7,600,000","$37,956,589"
"2,776",1978,The End,United Ar…,"$30,354,004","$1,980,473","$32,334,477"
"2,777",2017,Underworld: Blood Wars,Sony Pict…,"$30,353,973","$50,855,249","$81,209,222"
"2,778",2017,The Mountain Between Us,20th Cent…,"$30,348,555","$32,268,992","$62,617,547"
"2,779",1998,A Night at the Roxbury,Paramount…,"$30,331,165",,"$30,331,165"
"2,780",2019,Long Shot,Lionsgate,"$30,316,271","$23,283,049","$53,599,320"
"2,781",2002,Queen of the Damned,Warner Bros.,"$30,307,804",,"$30,307,804"
"2,782",2002,The Banger Sisters,20th Cent…,"$30,306,281","$7,760,937","$38,067,218"
"2,783",1995,Assassins,Warner Bros.,"$30,306,268","$53,000,000","$83,306,268"
"2,784",2003,Honey,Universal,"$30,272,254","$32,374,509","$62,646,763"
"2,785",2002,Halloween: Resurrection,Miramax/D…,"$30,259,652","$7,400,000","$37,659,652"
"2,786",2003,The Fighting Temptations,Paramount…,"$30,238,577","$358,496","$30,597,073"
"2,787",2017,Life,Sony Pict…,"$30,234,022","$70,695,644","$100,929,666"
"2,788",2007,The Great Debaters,Weinstein…,"$30,226,144","$35,149","$30,261,293"
"2,789",1989,Weekend at Bernie's,20th Cent…,"$30,218,387",,"$30,218,387"
"2,790",2010,How Do You Know?,Sony Pict…,"$30,212,620","$19,415,557","$49,628,177"
"2,791",2003,Hollywood Homicide,Sony Pict…,"$30,207,785","$20,201,968","$50,409,753"
"2,792",1982,The World According to Garp,Warner Bros.,"$30,207,324",,"$30,207,324"
"2,793",2000,The Art of War,Warner Bros.,"$30,199,105",,"$30,199,105"
